"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Owner occupied","Margin of Error!!Total!!Owner occupied","Estimate!!Total!!Renter occupied","Margin of Error!!Total!!Renter occupied",
"1500000US170318292004","Block Group 4, Census Tract 8292, Cook County, Illinois","434","130","203","93","231","97",
"1500000US170318293011","Block Group 1, Census Tract 8293.01, Cook County, Illinois","581","92","546","90","35","42",
"1500000US170318293012","Block Group 2, Census Tract 8293.01, Cook County, Illinois","740","100","617","107","123","71",
"1500000US170318293021","Block Group 1, Census Tract 8293.02, Cook County, Illinois","344","89","52","26","292","86",
"1500000US170318293022","Block Group 2, Census Tract 8293.02, Cook County, Illinois","438","88","245","71","193","82",
"1500000US170318293023","Block Group 3, Census Tract 8293.02, Cook County, Illinois","441","115","199","77","242","106",
"1500000US170318294011","Block Group 1, Census Tract 8294.01, Cook County, Illinois","421","62","241","69","180","60",
"1500000US170318294021","Block Group 1, Census Tract 8294.02, Cook County, Illinois","527","99","400","98","127","72",
"1500000US170318294022","Block Group 2, Census Tract 8294.02, Cook County, Illinois","600","105","493","112","107","52",
"1500000US170318294023","Block Group 3, Census Tract 8294.02, Cook County, Illinois","329","79","158","59","171","65",
"1500000US170318295001","Block Group 1, Census Tract 8295, Cook County, Illinois","888","104","673","136","215","90",
"1500000US170318295002","Block Group 2, Census Tract 8295, Cook County, Illinois","201","72","156","66","45","31",
"1500000US170318295003","Block Group 3, Census Tract 8295, Cook County, Illinois","393","99","226","71","167","102",
"1500000US170318296001","Block Group 1, Census Tract 8296, Cook County, Illinois","473","94","377","68","96","76",
"1500000US170318296002","Block Group 2, Census Tract 8296, Cook County, Illinois","229","83","116","49","113","75",
"1500000US170318296003","Block Group 3, Census Tract 8296, Cook County, Illinois","398","81","368","82","30","23",
"1500000US170318297001","Block Group 1, Census Tract 8297, Cook County, Illinois","333","87","188","80","145","69",
"1500000US170318297002","Block Group 2, Census Tract 8297, Cook County, Illinois","498","123","99","42","399","122",
"1500000US170318297003","Block Group 3, Census Tract 8297, Cook County, Illinois","592","93","487","82","105","62",
"1500000US170318298001","Block Group 1, Census Tract 8298, Cook County, Illinois","888","122","696","130","192","91",
"1500000US170318298002","Block Group 2, Census Tract 8298, Cook County, Illinois","322","99","322","99","0","11",
"1500000US170318298003","Block Group 3, Census Tract 8298, Cook County, Illinois","242","59","221","50","21","33",
"1500000US170318298004","Block Group 4, Census Tract 8298, Cook County, Illinois","514","108","514","108","0","11",
"1500000US170318298005","Block Group 5, Census Tract 8298, Cook County, Illinois","629","127","589","128","40","45",
"1500000US170318299011","Block Group 1, Census Tract 8299.01, Cook County, Illinois","697","159","658","176","39","51",
"1500000US170318299012","Block Group 2, Census Tract 8299.01, Cook County, Illinois","258","124","258","124","0","11",
"1500000US170318299013","Block Group 3, Census Tract 8299.01, Cook County, Illinois","543","166","490","149","53","86",
"1500000US170318299014","Block Group 4, Census Tract 8299.01, Cook County, Illinois","1979","275","1837","271","142","70",
"1500000US170318299021","Block Group 1, Census Tract 8299.02, Cook County, Illinois","332","93","320","92","12","19",
"1500000US170318299022","Block Group 2, Census Tract 8299.02, Cook County, Illinois","721","136","689","141","32","51",
"1500000US170318299023","Block Group 3, Census Tract 8299.02, Cook County, Illinois","857","136","838","135","19","30",
"1500000US170318299024","Block Group 4, Census Tract 8299.02, Cook County, Illinois","542","137","441","147","101","93",
"1500000US170318300011","Block Group 1, Census Tract 8300.01, Cook County, Illinois","1078","94","998","99","80","55",
"1500000US170318300031","Block Group 1, Census Tract 8300.03, Cook County, Illinois","669","172","627","166","42","45",
"1500000US170318300032","Block Group 2, Census Tract 8300.03, Cook County, Illinois","607","180","489","171","118","94",
"1500000US170318300033","Block Group 3, Census Tract 8300.03, Cook County, Illinois","1331","215","1120","217","211","127",
"1500000US170318300041","Block Group 1, Census Tract 8300.04, Cook County, Illinois","659","182","335","114","324","152",
"1500000US170318300042","Block Group 2, Census Tract 8300.04, Cook County, Illinois","349","107","335","105","14","23",
"1500000US170318300043","Block Group 3, Census Tract 8300.04, Cook County, Illinois","1314","148","1281","148","33","48",
"1500000US170318300051","Block Group 1, Census Tract 8300.05, Cook County, Illinois","1012","163","801","146","211","68",
"1500000US170318300052","Block Group 2, Census Tract 8300.05, Cook County, Illinois","786","98","786","98","0","11",
"1500000US170318300061","Block Group 1, Census Tract 8300.06, Cook County, Illinois","705","108","423","108","282","80",
"1500000US170318300062","Block Group 2, Census Tract 8300.06, Cook County, Illinois","379","84","287","79","92","50",
"1500000US170318300071","Block Group 1, Census Tract 8300.07, Cook County, Illinois","374","86","215","73","159","65",
"1500000US170318300072","Block Group 2, Census Tract 8300.07, Cook County, Illinois","677","131","515","93","162","84",
"1500000US170318300073","Block Group 3, Census Tract 8300.07, Cook County, Illinois","602","130","177","54","425","133",
"1500000US170318300081","Block Group 1, Census Tract 8300.08, Cook County, Illinois","636","124","564","119","72","59",
"1500000US170318300082","Block Group 2, Census Tract 8300.08, Cook County, Illinois","303","103","303","103","0","11",
"1500000US170318300083","Block Group 3, Census Tract 8300.08, Cook County, Illinois","601","129","559","129","42","42",
"1500000US170318301001","Block Group 1, Census Tract 8301, Cook County, Illinois","747","93","679","94","68","47",
"1500000US170318301002","Block Group 2, Census Tract 8301, Cook County, Illinois","320","64","293","54","27","38",
"1500000US170318302011","Block Group 1, Census Tract 8302.01, Cook County, Illinois","887","167","302","123","585","140",
"1500000US170318302012","Block Group 2, Census Tract 8302.01, Cook County, Illinois","1089","205","430","153","659","202",
"1500000US170318302013","Block Group 3, Census Tract 8302.01, Cook County, Illinois","610","166","474","149","136","119",
"1500000US170318302021","Block Group 1, Census Tract 8302.02, Cook County, Illinois","654","103","599","105","55","69",
"1500000US170318302022","Block Group 2, Census Tract 8302.02, Cook County, Illinois","406","86","259","64","147","96",
"1500000US170318303001","Block Group 1, Census Tract 8303, Cook County, Illinois","640","164","251","80","389","139",
"1500000US170318303002","Block Group 2, Census Tract 8303, Cook County, Illinois","556","137","198","89","358","128",
"1500000US170318303003","Block Group 3, Census Tract 8303, Cook County, Illinois","530","129","384","125","146","86",
"1500000US170318303004","Block Group 4, Census Tract 8303, Cook County, Illinois","529","115","327","107","202","76",
"1500000US170318304001","Block Group 1, Census Tract 8304, Cook County, Illinois","259","70","188","76","71","51",
"1500000US170318304002","Block Group 2, Census Tract 8304, Cook County, Illinois","249","70","216","59","33","40",
"1500000US170318304003","Block Group 3, Census Tract 8304, Cook County, Illinois","745","133","592","116","153","88",
"1500000US170318304004","Block Group 4, Census Tract 8304, Cook County, Illinois","302","77","171","50","131","91",
"1500000US170318305001","Block Group 1, Census Tract 8305, Cook County, Illinois","272","89","198","75","74","48",
"1500000US170318305002","Block Group 2, Census Tract 8305, Cook County, Illinois","414","89","230","81","184","78",
"1500000US170318305003","Block Group 3, Census Tract 8305, Cook County, Illinois","297","86","225","84","72","45",
"1500000US170318306001","Block Group 1, Census Tract 8306, Cook County, Illinois","409","83","167","54","242","88",
"1500000US170318306002","Block Group 2, Census Tract 8306, Cook County, Illinois","785","94","296","73","489","90",
"1500000US170318306003","Block Group 3, Census Tract 8306, Cook County, Illinois","498","97","108","47","390","97",
"1500000US170318306004","Block Group 4, Census Tract 8306, Cook County, Illinois","252","73","45","29","207","72",
"1500000US170318307001","Block Group 1, Census Tract 8307, Cook County, Illinois","438","86","149","56","289","77",
"1500000US170318307002","Block Group 2, Census Tract 8307, Cook County, Illinois","310","83","212","78","98","47",
"1500000US170318307003","Block Group 3, Census Tract 8307, Cook County, Illinois","609","103","132","61","477","97",
"1500000US170318307004","Block Group 4, Census Tract 8307, Cook County, Illinois","426","110","90","35","336","110",
"1500000US170318308001","Block Group 1, Census Tract 8308, Cook County, Illinois","552","106","184","49","368","108",
"1500000US170318308002","Block Group 2, Census Tract 8308, Cook County, Illinois","287","73","13","17","274","70",
"1500000US170318308003","Block Group 3, Census Tract 8308, Cook County, Illinois","605","99","86","41","519","102",
"1500000US170318309001","Block Group 1, Census Tract 8309, Cook County, Illinois","453","76","308","65","145","62",
"1500000US170318309002","Block Group 2, Census Tract 8309, Cook County, Illinois","417","86","149","58","268","82",
"1500000US170318309003","Block Group 3, Census Tract 8309, Cook County, Illinois","291","60","121","59","170","59",
"1500000US170318310001","Block Group 1, Census Tract 8310, Cook County, Illinois","467","74","346","75","121","54",
"1500000US170318310002","Block Group 2, Census Tract 8310, Cook County, Illinois","694","81","379","82","315","80",
"1500000US170318311001","Block Group 1, Census Tract 8311, Cook County, Illinois","397","113","157","69","240","102",
"1500000US170318311002","Block Group 2, Census Tract 8311, Cook County, Illinois","540","134","226","75","314","120",
"1500000US170318311003","Block Group 3, Census Tract 8311, Cook County, Illinois","789","182","345","104","444","172",
"1500000US170318311004","Block Group 4, Census Tract 8311, Cook County, Illinois","865","164","388","149","477","139",
"1500000US170318312001","Block Group 1, Census Tract 8312, Cook County, Illinois","208","55","92","41","116","44",
"1500000US170318312002","Block Group 2, Census Tract 8312, Cook County, Illinois","649","97","279","76","370","82",
"1500000US170318312003","Block Group 3, Census Tract 8312, Cook County, Illinois","496","93","151","72","345","85",
"1500000US170318313001","Block Group 1, Census Tract 8313, Cook County, Illinois","397","34","242","50","155","50",
"1500000US170318314001","Block Group 1, Census Tract 8314, Cook County, Illinois","224","61","117","46","107","58",
"1500000US170318314002","Block Group 2, Census Tract 8314, Cook County, Illinois","801","76","174","59","627","83",
"1500000US170318315001","Block Group 1, Census Tract 8315, Cook County, Illinois","793","101","535","109","258","101",
"1500000US170318315002","Block Group 2, Census Tract 8315, Cook County, Illinois","369","82","245","79","124","64",
"1500000US170318316001","Block Group 1, Census Tract 8316, Cook County, Illinois","411","93","208","85","203","95",
"1500000US170318316002","Block Group 2, Census Tract 8316, Cook County, Illinois","359","90","163","64","196","74",
"1500000US170318316003","Block Group 3, Census Tract 8316, Cook County, Illinois","328","77","279","73","49","33",
"1500000US170318316004","Block Group 4, Census Tract 8316, Cook County, Illinois","598","120","122","77","476","108",
"1500000US170318316005","Block Group 5, Census Tract 8316, Cook County, Illinois","354","81","219","67","135","62",
"1500000US170318316006","Block Group 6, Census Tract 8316, Cook County, Illinois","334","95","144","64","190","100",
"1500000US170318317001","Block Group 1, Census Tract 8317, Cook County, Illinois","734","52","396","90","338","88",
"1500000US170318318001","Block Group 1, Census Tract 8318, Cook County, Illinois","284","111","127","57","157","103",
"1500000US170318318002","Block Group 2, Census Tract 8318, Cook County, Illinois","313","103","139","86","174","79",
"1500000US170318318003","Block Group 3, Census Tract 8318, Cook County, Illinois","452","111","254","96","198","98",
"1500000US170318318004","Block Group 4, Census Tract 8318, Cook County, Illinois","502","142","153","82","349","132",
